dataset_id,n_train,n_test,n_features,n_classes,accuracy,f1_weighted,logloss,fit_seconds,predict_seconds,status,error
OpenML-ID-12,1600,400,216,10,0.975,0.9749300056264655,0.11280740807153433,11.76623272895813,4.866359710693359,ok,
OpenML-ID-1487,2027,507,72,2,0.9487179487179487,0.9339651450534407,0.13647500505018967,0.3702890872955322,1.582657814025879,ok,
OpenML-ID-1501,1274,319,256,10,0.9498432601880877,0.9502014143070856,0.14922993330557316,0.5034408569335938,3.137775421142578,ok,
OpenML-ID-18,1600,400,6,10,0.7625,0.7596500316762497,0.49419212645149374,0.2585484981536865,0.35558080673217773,ok,
OpenML-ID-182,5144,1286,36,6,0.926905132192846,0.9242251387381004,0.18277916809831,0.29502296447753906,2.5024006366729736,ok,
OpenML-ID-28,4496,1124,64,10,0.9875444839857651,0.9875316444630914,0.03814160295287838,0.3343353271484375,3.1673450469970703,ok,
OpenML-ID-307,792,198,12,11,0.9949494949494949,0.994945594945595,0.020435327282141542,0.22017908096313477,1.5693769454956055,ok,
OpenML-ID-31,800,200,20,2,0.735,0.7266370314322645,0.5028982973862536,0.22802472114562988,0.3131577968597412,ok,
OpenML-ID-32,8793,2199,16,10,0.9968167348794906,0.996819604653752,0.014275343123208268,0.27443981170654297,2.972632884979248,ok,
OpenML-ID-37,614,154,8,2,0.7467532467532467,0.740694711986578,0.49808752386611177,0.2183091640472412,0.20237326622009277,ok,
OpenML-ID-38,3017,755,28,2,0.9920529801324504,0.9919702764045643,0.02421627893125526,0.24935698509216309,1.2542994022369385,ok,
OpenML-ID-40499,4400,1100,40,11,1.0,1.0,0.0009914635094891867,0.2911367416381836,6.811891317367554,ok,
OpenML-ID-40701,4000,1000,20,2,0.954,0.9521773422689771,0.15280672277024626,0.24535679817199707,1.386610507965088,ok,
OpenML-ID-40923,73600,18400,1024,46,0.9656521739130435,0.9656501122894099,0.14712632741077447,29.182422637939453,2533.883268594742,ok,
