dataset_id,n_train,n_test,n_features,n_classes,accuracy,f1_weighted,logloss,fit_seconds,predict_seconds,status,error
BLE_RSSI_dataset_for_Indoor_localization,7987,1997,3,3,0.7376064096144216,0.7371141850216851,0.5809741778185465,11.111924171447754,2.5986826419830322,ok,
California-Housing-Classification,16512,4128,8,2,0.9132751937984496,0.9132743387745823,0.20782859850485033,0.43878746032714844,5.623206853866577,ok,
Credit_c,80000,20000,22,3,0.796,0.7961815102694829,0.4907764988577518,1.1936357021331787,109.40296077728271,ok,
contraceptive_method_choice,1178,295,9,3,0.6203389830508474,0.6123323263251476,0.8225537632968064,0.25643420219421387,0.2265183925628662,ok,
credit,13371,3343,10,2,0.7828297935985642,0.7828199603149448,0.4618561190984357,0.30674052238464355,4.26892352104187,ok,
dabetes_130-us_hospitals,81412,20354,20,2,0.6383020536503882,0.632520581548475,0.6263318583102022,1.155012607574463,111.57811427116394,ok,
gina_agnostic,2774,694,970,2,0.9164265129682997,0.9164216524298382,0.23396026134297293,1.838413953781128,25.989341259002686,ok,
internet_usage,8086,2022,70,46,0.46439169139465875,0.33879861742082706,1.6475528429631727,0.4810512065887451,13.708553791046143,ok,
jm1,8708,2177,21,2,0.8208543867707855,0.7837021984936032,0.41950746752471985,0.2821314334869385,2.9830825328826904,ok,
kc1,1687,422,21,2,0.8815165876777251,0.8616718765755772,0.305095847955427,0.22616362571716309,0.4653763771057129,ok,
kdd_ipums_la_97-small,4150,1038,20,2,0.8872832369942196,0.886753394013258,0.25856966212230353,0.24042439460754395,1.189251184463501,ok,
kr-vs-k,22444,5612,6,18,0.8622594440484675,0.8617180954030422,0.40170956796232354,0.27190566062927246,27.573453187942505,ok,
mobile_c36_oversampling,41408,10352,6,2,0.990533230293663,0.9905328195660474,0.027384152386043123,0.31546568870544434,21.061514854431152,ok,
predict_students_dropout_and_academic_success,3539,885,34,3,0.7717514124293785,0.7530954552984098,0.5805970976338919,0.2525491714477539,1.3745324611663818,ok,
rl,3976,994,12,2,0.8470824949698189,0.8470075499821782,0.33869683983071114,0.23076486587524414,0.8997194766998291,ok,
segment,1848,462,17,7,0.9393939393939394,0.9394362047787472,0.16470771137334128,0.22176265716552734,0.44139814376831055,ok,
semeion,1274,319,256,10,0.9529780564263323,0.9532076789262804,0.14488867686155657,0.445387601852417,2.694761276245117,ok,
steel_plates_faults,1552,389,27,7,0.8406169665809768,0.840335995301782,0.4064371609416546,0.24512338638305664,0.49726366996765137,ok,
texture,4400,1100,40,11,1.0,1.0,0.001086801151992079,0.2928433418273926,5.9983415603637695,ok,
water_quality,6396,1600,20,2,0.908125,0.895466468251777,0.2164571714047697,0.24164509773254395,1.8232522010803223,ok,
waveform_database_generator,3999,1000,21,3,0.351,0.2800734266285386,1.0984899371477064,0.24076294898986816,1.2245745658874512,ok,
website_phishing,1082,271,9,3,0.9114391143911439,0.9115135523667397,0.24153378848618567,0.21119999885559082,0.20798373222351074,ok,
wine-quality-red,1279,320,4,6,0.675,0.6602838837287214,0.7905283638385432,0.20746684074401855,0.19756102561950684,ok,
wine-quality-white,3918,980,11,7,0.6826530612244898,0.674714132776057,0.758212882885482,0.2248086929321289,0.8537023067474365,ok,
