benchmark,dataset_id,dataset_dir,dataset_name,n_train,n_test,n_features,n_classes,accuracy,f1_weighted,logloss,fit_seconds,predict_seconds,status,error
openml_cc18_csv,OpenML-ID-12,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-12.csv,1600,400,216,10,0.985,0.984964446103944,0.05869226526256483,11.566872835159302,5.41253924369812,ok,
openml_cc18_csv,OpenML-ID-1480,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-1480.csv,466,117,10,2,0.7521367521367521,0.6963048991540407,0.41992888684278457,0.013154029846191406,0.3175816535949707,ok,
openml_cc18_csv,OpenML-ID-1501,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-1501.csv,1274,319,256,10,0.9529780564263323,0.9530074244807787,0.14520897475003094,0.25687623023986816,3.7380757331848145,ok,
openml_cc18_csv,OpenML-ID-22,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-22.csv,1600,400,47,10,0.855,0.852653243838524,0.25719542080840624,0.05563831329345703,1.125133991241455,ok,
openml_cc18_csv,OpenML-ID-307,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-307.csv,792,198,12,11,0.9949494949494949,0.994945594945595,0.020914682821161806,0.015063285827636719,1.4939601421356201,ok,
openml_cc18_csv,OpenML-ID-40701,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-40701.csv,4000,1000,20,2,0.959,0.9574503580465671,0.1447510986555233,0.041875600814819336,1.7523696422576904,ok,
openml_cc18_csv,OpenML-ID-40983,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-40983.csv,3871,968,5,2,0.9907024793388429,0.9905719975019548,0.027936000968423236,0.017284393310546875,0.7088406085968018,ok,
openml_cc18_csv,OpenML-ID-4538,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-4538.csv,7898,1975,32,5,0.7534177215189873,0.7470442880402347,0.6828327736554382,0.11390185356140137,4.40686297416687,ok,
openml_cc18_csv,OpenML-ID-6332,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/openml_cc18_72,OpenML-ID-6332.csv,432,108,37,2,0.8611111111111112,0.8598116962190739,0.3627449182367872,0.027575016021728516,0.4172968864440918,ok,
tabarena_cls,46915__churn,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabarena/cls,46915__churn.csv,4000,1000,19,2,0.959,0.9577432485974026,0.14828470106056196,0.04059910774230957,1.720062494277954,ok,
tabarena_cls,46927__Fitness_Club,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabarena/cls,46927__Fitness_Club.csv,1200,300,6,2,0.76,0.7506646372399797,0.4807591053249835,0.015264034271240234,0.3288443088531494,ok,
tabarena_cls,46939__kddcup09_appetency,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabarena/cls,46939__kddcup09_appetency.csv,40000,10000,212,2,0.9822,0.9733799212995662,0.08492485445583532,3.684797763824463,132.86552119255066,ok,
tabarena_cls,46958__splice,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabarena/cls,46958__splice.csv,2552,638,60,3,0.9545454545454546,0.9540374344416971,0.19476379627484888,0.12612366676330566,2.2804651260375977,ok,
tabzilla_csv,OpenML-ID-1043,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabzilla35,OpenML-ID-1043.csv,3649,913,48,2,0.8455640744797371,0.8372139417837375,0.3367034303331786,0.07809829711914062,5.65322732925415,ok,
tabzilla_csv,OpenML-ID-1493,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabzilla35,OpenML-ID-1493.csv,1279,320,64,100,0.890625,0.884144345238095,0.435157221789029,0.07199621200561523,7.684519290924072,ok,
tabzilla_csv,OpenML-ID-31,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabzilla35,OpenML-ID-31.csv,800,200,20,2,0.76,0.7460718515594158,0.46480077781896173,0.022110462188720703,0.8620893955230713,ok,
tabzilla_csv,OpenML-ID-4134,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabzilla35,OpenML-ID-4134.csv,3000,751,1776,2,0.8029294274300932,0.8026719212046585,0.45535395796550127,4.279652833938599,113.2126932144165,ok,
tabzilla_csv,OpenML-ID-934,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/tabzilla35,OpenML-ID-934.csv,924,232,5,2,0.9224137931034483,0.9218510799545282,0.1607137755074467,0.01708841323852539,0.23569369316101074,ok,
talent_cls,Cardiovascular-Disease-dataset,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/talent_cls/binclass,Cardiovascular-Disease-dataset.csv,56000,14000,11,2,0.7405714285714285,0.740164564738153,0.5358705665696086,0.2563323974609375,66.47314691543579,ok,
talent_cls,Diabetic_Retinopathy_Debrecen,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/talent_cls/binclass,Diabetic_Retinopathy_Debrecen.csv,920,231,19,2,0.7229437229437229,0.7221434028156717,0.5451867546338839,0.023867130279541016,0.49544548988342285,ok,
talent_cls,FOREX_audjpy-hour-High,/vast/users/guangyi.chen/causal_group/zijian.li/dmir_crl/lyh/TabICL/dataset/talent_cls/binclass,FOREX_audjpy-hour-High.csv,35060,8765,10,2,0.7022247575584712,0.701657038202858,0.5722305051134019,0.18962454795837402,25.225887775421143,ok,
