dataset_id,n_train,n_test,n_features,n_classes,accuracy,f1_weighted,logloss,fit_seconds,predict_seconds,status,error
Bank_Customer_Churn_Dataset,8000,2000,10,2,0.8765,0.8654231312914972,0.3193623624145777,11.084128141403198,4.132324695587158,ok,
Cardiovascular-Disease-dataset,56000,14000,11,2,0.7344285714285714,0.734044545060732,0.543498104370833,0.49016737937927246,54.10387182235718,ok,
JapaneseVowels,7968,1993,14,9,0.9989964877069744,0.9989966616190659,0.0030790418638625434,0.3054947853088379,3.455345630645752,ok,
MIC,1319,330,104,2,0.8606060606060606,0.8086630257160058,0.2974915523638818,0.32278966903686523,1.4443764686584473,ok,
Marketing_Campaign,1792,448,27,2,0.8883928571428571,0.8789973578717201,0.2469056079506031,0.23243165016174316,0.6973850727081299,ok,
Mobile_Price_Classification,1600,400,20,4,0.945,0.9449464946494649,0.1543182102837283,0.2209455966949463,0.5704843997955322,ok,
National_Health_and_Nutrition_Health_Survey,1822,456,7,2,0.8399122807017544,0.7994757710377405,0.3785538216240329,0.21145963668823242,1.0691931247711182,ok,
PhishingWebsites,8844,2211,30,2,0.973767526006332,0.9737591380934735,0.062108981927733065,0.2954437732696533,5.138721942901611,ok,
Satellite,4080,1020,36,2,0.9921568627450981,0.9907463841469554,0.026715784755290534,0.33495473861694336,2.109325885772705,ok,
Telecom_Churn_Dataset,2666,667,17,2,0.95952023988006,0.95808701613062,0.1620393013243915,0.22693967819213867,1.3423702716827393,ok,
UJI_Pen_Characters,1091,273,80,35,0.5641025641025641,0.5548911756249536,1.4777921417801594,0.265064001083374,3.4128410816192627,ok,
abalone,3341,836,8,3,0.6471291866028708,0.6506845919307434,0.7480238581549398,0.2174968719482422,0.8528561592102051,ok,
ada,3317,830,48,2,0.8421686746987952,0.8329446001587701,0.3292430515075548,0.2658853530883789,1.939284324645996,ok,
ada_agnostic,3649,913,48,2,0.8313253012048193,0.8248951158084177,0.35569757400150825,0.36762475967407227,2.122147798538208,ok,
ada_prior,3649,913,14,2,0.8422782037239869,0.8342747821965313,0.35572363568881976,0.23172998428344727,1.1188905239105225,ok,
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1600,400,7,2,0.61,0.59544,0.6321730733848411,0.21276569366455078,0.34366750717163086,ok,
allbp,3017,755,29,3,0.9788079470198675,0.9745560250231142,0.06476619113179859,0.23747634887695312,1.2698335647583008,ok,
allrep,3017,755,29,4,0.9854304635761589,0.9831416823013607,0.04041562699261986,0.23667192459106445,1.2703590393066406,ok,
analcatdata_authorship,672,169,69,4,0.9822485207100592,0.982241463870747,0.03772469840705903,0.2556030750274658,0.5746006965637207,ok,
artificial-characters,8174,2044,7,10,0.8605675146771037,0.8602971161128301,0.3599767028016188,0.22868895530700684,2.361093044281006,ok,
autoUniv-au4-2500,2000,500,100,3,0.5,0.4545083681228567,0.9103289266829836,0.333665132522583,2.0863280296325684,ok,
autoUniv-au7-1100,880,220,12,5,0.38636363636363635,0.36568277931164533,1.3597249268409113,0.2122173309326172,0.290621280670166,ok,
bank,36168,9043,16,2,0.9086586309852925,0.9035905821999872,0.1881948170822916,0.5051183700561523,25.755070209503174,ok,
banknote_authentication,1097,275,4,2,0.5490909090909091,0.4006953633368727,0.6874077906199962,0.20699119567871094,0.1329970359802246,ok,
baseball,1072,268,16,3,0.9477611940298507,0.9377872893290615,0.13049737056169852,0.21686482429504395,0.3740677833557129,ok,
car-evaluation,1382,346,21,4,0.976878612716763,0.9771444454831775,0.05475246165474834,0.21996569633483887,0.49228954315185547,ok,
churn,4000,1000,20,2,0.954,0.9521773422689771,0.15253489454081423,0.23773622512817383,1.4523539543151855,ok,
compass,13315,3329,17,2,0.8293781916491438,0.8293419724895494,0.3768848458344948,0.2892129421234131,5.334546327590942,ok,
customer_satisfaction_in_airline,103904,25976,21,2,0.9620803818909763,0.9621243706159432,0.0867422632415783,1.1903729438781738,181.17194294929504,ok,
led24,2560,640,24,10,0.734375,0.7295468063035995,0.7880674968786965,0.2426455020904541,0.9463319778442383,ok,
led7,2560,640,7,10,0.740625,0.7362681939673459,0.7869872338200282,0.21312999725341797,0.5696117877960205,ok,
letter,16000,4000,15,26,0.98625,0.9862467037448621,0.03780547544850543,0.31908464431762695,19.909887552261353,ok,
national-longitudinal-survey-binary,3926,982,16,2,0.9989816700610998,0.998981399253474,0.0042101374981995485,0.23836588859558105,1.2857482433319092,ok,
one-hundred-plants-margin,1280,320,64,100,0.878125,0.8712549603174601,0.5106647898632218,0.36414265632629395,4.4218409061431885,ok,
one-hundred-plants-texture,1279,320,64,100,0.91875,0.9186160714285714,0.34644176387306486,0.26640987396240234,4.546715497970581,ok,
optdigits,4496,1124,64,10,0.9875444839857651,0.9875316444630914,0.03815322092349214,0.3332250118255615,3.2131288051605225,ok,
pendigits,8793,2199,16,10,0.9968167348794906,0.996819604653752,0.014292290059410014,0.26488733291625977,3.013037919998169,ok,
satimage,5144,1286,36,6,0.926905132192846,0.9242251387381004,0.1827846049182009,0.2793846130371094,2.597290277481079,ok,
splice,2552,638,60,3,0.9592476489028213,0.9588496534804769,0.18281523669764516,0.3179433345794678,1.8211824893951416,ok,
steel_plates_faults,1552,389,27,7,0.8457583547557841,0.8457619692018535,0.40510379090742576,0.22786188125610352,0.6422989368438721,ok,
telco-customer-churn,5634,1409,18,2,0.7991483321504613,0.7912257278599857,0.4115765443115825,0.2636902332305908,1.9961049556732178,ok,
thyroid-dis,2240,560,26,5,0.6964285714285714,0.6743784581598118,0.7101080431487782,0.2314307689666748,0.9037759304046631,ok,
