dataset_id,n_train,n_test,n_features,n_classes,accuracy,f1_weighted,logloss,fit_seconds,predict_seconds,status,error
BNG(breast-w),31492,7874,9,2,0.9880619761239523,0.9880702917603402,0.033317578596155174,11.185111999511719,19.742063999176025,ok,
FOREX_audcad-day-High,1467,367,10,2,0.7493188010899182,0.7488223952853943,0.5163812082079818,0.27273035049438477,0.3875901699066162,ok,
FOREX_audchf-day-High,1466,367,10,2,0.7465940054495913,0.7465940054495913,0.5092945450297113,0.23828721046447754,0.38392210006713867,ok,
FOREX_audjpy-day-High,1465,367,10,2,0.7629427792915532,0.7625153149838787,0.49573571192686766,0.21407771110534668,0.37778711318969727,ok,
FOREX_audsgd-hour-High,35060,8765,10,2,0.6862521391899601,0.6857413173880443,0.5923223978697257,0.397768497467041,22.099101305007935,ok,
Fitness_Club_c,1200,300,6,2,0.7933333333333333,0.7897399116134175,0.4541215428850754,0.21104168891906738,0.2226271629333496,ok,
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,1280,320,20,2,0.66875,0.6617605998962945,0.6150912827105636,0.22111272811889648,0.44054484367370605,ok,
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,1280,320,20,2,0.68125,0.6808011265842591,0.5479872001809516,0.2206113338470459,0.44060754776000977,ok,
Gender_Gap_in_Spanish_WP,3796,950,13,3,0.6105263157894737,0.5604572750331756,0.7955801605467921,0.22469425201416016,1.1141324043273926,ok,
HR_Analytics_Job_Change_of_Data_Scientists,15326,3832,13,2,0.8019311064718163,0.8033659254345116,0.4311579300787167,0.3247380256652832,6.041059970855713,ok,
Indian_pines,7315,1829,220,8,0.9589939857845817,0.9587199105928944,0.1175158888113845,0.8679687976837158,17.52359962463379,ok,
UJI_Pen_Characters,1091,273,80,35,0.5641025641025641,0.5548911756249536,1.4777921531827758,0.29897332191467285,2.7758398056030273,ok,
accelerometer,122403,30601,4,4,0.7412176072677363,0.7389892787766127,0.5389077214201687,0.4507620334625244,224.67062377929688,ok,
kropt,22444,5612,6,18,0.8569137562366358,0.8561297201778783,0.41415004518610454,0.43755507469177246,30.343122959136963,ok,
okcupid_stem,21341,5336,13,3,0.7473763118440779,0.6859000220458761,0.5962302816811995,0.3711085319519043,9.992887258529663,ok,
ozone-level-8hr,2027,507,72,2,0.9487179487179487,0.9339651450534407,0.13648302598229292,0.2830007076263428,1.5791597366333008,ok,
pc1,887,222,21,2,0.9459459459459459,0.9395752895752896,0.1538602903924578,0.2225492000579834,0.36194825172424316,ok,
pc3,1250,313,37,2,0.9009584664536742,0.8623569270071921,0.2662996921271515,0.23832130432128906,0.6435410976409912,ok,
phoneme,4323,1081,5,2,0.9037927844588344,0.9031433122933364,0.22349052096415611,0.2150592803955078,0.6400697231292725,ok,
predict_students_dropout_and_academic_success,3539,885,34,3,0.7762711864406779,0.7617808973749368,0.5660334135936801,0.25447583198547363,1.6525304317474365,ok,
rice_cammeo_and_osmancik,3048,762,7,2,0.9291338582677166,0.9290158147227643,0.19237960170055046,0.2160789966583252,0.6773562431335449,ok,
rl,3976,994,12,2,0.8430583501006036,0.8430272108843537,0.3421621801314686,0.22384142875671387,1.0842375755310059,ok,
semeion,1274,319,256,10,0.9529780564263323,0.9532879829108956,0.14955376703296303,0.4504556655883789,3.1288583278656006,ok,
statlog,800,200,20,2,0.74,0.7226666666666667,0.5151051071615909,0.24075794219970703,0.3136770725250244,ok,
sylvine,4099,1025,20,2,0.9668292682926829,0.9668196044861463,0.07870105368178162,0.24370241165161133,1.42405104637146,ok,
thyroid-ann,3017,755,21,3,0.990728476821192,0.9905986229528849,0.021608883534262102,0.3490865230560303,1.0929162502288818,ok,
thyroid,5760,1440,21,3,0.9944444444444445,0.9943132927712989,0.01644386762319413,0.24683570861816406,2.0479278564453125,ok,
twonorm,5920,1480,20,2,0.9783783783783784,0.9783781414706402,0.0526602292795506,0.2490842342376709,2.0776724815368652,ok,
water_quality,6396,1600,20,2,0.9075,0.8949554794520549,0.21646736377691497,0.24292349815368652,2.0748493671417236,ok,
waveform_database_generator,3999,1000,21,3,0.347,0.26054025872498443,1.0985071197833085,0.24141860008239746,1.4261462688446045,ok,
website_phishing,1082,271,9,3,0.9114391143911439,0.9115135523667397,0.2423447318823325,0.21358942985534668,0.29093027114868164,ok,
wine-quality-red,1279,320,4,6,0.678125,0.6629878747383501,0.7931957519851923,0.20728826522827148,0.29709911346435547,ok,
wine-quality-white,3918,980,11,7,0.6836734693877551,0.6755129996810063,0.7577680052184074,0.22439146041870117,1.055708408355713,ok,
