dataset_id,n_train,n_test,n_features,n_classes,accuracy,f1_weighted,logloss,fit_seconds,predict_seconds,status,error
Basketball_c,1072,268,11,2,0.7089552238805971,0.7083857997025014,0.5758004233369795,11.425883531570436,2.2458245754241943,ok,
CDC_Diabetes_Health_Indicators,202944,50736,21,2,0.8673131504257332,0.83211058220463,0.311202950020858,2.153037071228028,645.601743221283,ok,
BNG(cmc),44236,11060,9,3,0.5848101265822785,0.5831557275908353,0.8780628467766074,11.535456657409668,35.01733350753784,ok,
FOREX_audusd-hour-High,35060,8765,10,2,0.6488305761551626,0.6483076116836686,0.6178919144690685,0.4655671119689941,22.230629682540894,ok,
KDDCup09_upselling,4102,1026,49,2,0.7992202729044834,0.7991439508265893,0.3949517958557592,0.3678562641143799,2.423181533813477,ok,
MagicTelescope,15216,3804,9,2,0.881440588853838,0.8794364094262317,0.2821976333531985,0.3665468692779541,5.434326648712158,ok,
Pumpkin_Seeds,2000,500,12,2,0.88,0.8798554797270173,0.303832640133042,0.2839596271514892,0.5454204082489014,ok,
Rain_in_Australia,116368,29092,18,3,0.8495806407259727,0.8402586234548806,0.3772941940151983,1.394362449645996,219.4115047454834,ok,
jm1,8708,2177,21,2,0.8194763435920992,0.7749371644003626,0.4239856425287676,0.2917780876159668,3.3207662105560303,ok,
kc1,1687,422,21,2,0.8672985781990521,0.8349796291677061,0.3155642678196355,0.2358925342559814,0.608806848526001,ok,
kdd_ipums_la_97-small,4150,1038,20,2,0.8863198458574181,0.8859638015790258,0.2642287261858401,0.2483644485473632,1.442255973815918,ok,
kr-vs-k,22444,5612,6,18,0.8722380612972203,0.8720020747876456,0.3735773584798618,0.2817907333374023,28.826497793197632,ok,
microaggregation2,16000,4000,20,5,0.63575,0.583620244973544,0.8890417540435184,0.3336267471313476,7.260708332061768,ok,
one-hundred-plants-shape,1280,320,64,100,0.790625,0.7724887265512266,0.8616910827162076,0.277733564376831,4.394512414932251,ok,
one-hundred-plants-texture,1279,320,64,100,0.9125,0.9085739087301586,0.4146075249974541,0.4061586856842041,4.478495597839356,ok,
page-blocks,4378,1095,10,5,0.9789954337899544,0.978875818814008,0.0881200619088947,0.2308864593505859,1.1512999534606934,ok,
pc1,887,222,21,2,0.9414414414414416,0.9330171853150268,0.1517078916100985,0.2264204025268554,0.3627758026123047,ok,
pc4,1166,292,37,2,0.9075342465753424,0.9017281984442084,0.1838988169303435,0.2447221279144287,0.5928564071655273,ok,
pol,8065,2017,26,2,0.9826474962816064,0.9826470270862449,0.0386643415474913,0.2893803119659424,3.465236186981201,ok,
segment,1848,462,17,7,0.9393939393939394,0.9395652635336568,0.1672061206077645,0.2294099330902099,0.5800144672393799,ok,
semeion,1274,319,256,10,0.9435736677115988,0.9435393375036456,0.1777206145580855,0.454592227935791,3.1397130489349365,ok,
statlog,800,200,20,2,0.745,0.7332687651331719,0.4993829294218909,0.2454347610473632,0.3111062049865722,ok,
sylvine,4099,1025,20,2,0.9521951219512196,0.9521827425618532,0.118526882824065,0.252631664276123,1.427257776260376,ok,
texture,4400,1100,40,11,1.0,1.0,0.0042091198098019,0.2844929695129394,6.328591108322144,ok,
water_quality,6396,1600,20,2,0.904375,0.8894851365464832,0.2181646598426125,0.249732494354248,2.086824893951416,ok,
waveform_database_generator,3999,1000,21,3,0.339,0.1716519790888723,1.0984648489518565,0.2485263347625732,1.4339606761932373,ok,
waveform_database_generator_version_1,4000,1000,21,3,0.864,0.8633132673477095,0.2963585918066815,0.2465739250183105,1.4183919429779053,ok,
wine,2043,511,4,2,0.786692759295499,0.7850632346833691,0.4614120313167593,0.2131891250610351,0.2093212604522705,ok,
yeast,1187,297,8,10,0.6161616161616161,0.6099597819734974,1.011974238213445,0.2169883251190185,0.3143112659454345,ok,
Amazon_employee_access,26215,6554,7,2,0.9438510833079036,0.9263251801749376,0.1745549109321768,11.637216329574583,12.664362668991089,ok,
Diabetic_Retinopathy_Debrecen,920,231,19,2,0.7619047619047619,0.7618330262149111,0.4727347143826226,0.2731361389160156,0.3565108776092529,ok,
E-CommereShippingData,8799,2200,10,2,0.6777272727272727,0.6671418160275919,0.5056986936403054,0.2824394702911377,2.540276527404785,ok,
Employee,3722,931,8,2,0.8560687432867884,0.8500185951104708,0.3591432825928967,0.2336859703063964,0.9441642761230468,ok,
FICO-HELOC-cleaned,7896,1975,23,2,0.7432911392405064,0.7431497924173447,0.5203756213528007,0.2941064834594726,3.2110884189605717,ok,
FOREX_audjpy-day-High,1465,367,10,2,0.7683923705722071,0.7679747330302265,0.4980046983989229,0.2243168354034423,0.3803079128265381,ok,
FOREX_audsgd-hour-High,35060,8765,10,2,0.6651454649172847,0.6641379907160301,0.6150660804258146,0.41119384765625,22.081573724746704,ok,
Fitness_Club_c,1200,300,6,2,0.7966666666666666,0.7919126658337796,0.4539384910970543,0.2215316295623779,0.224524974822998,ok,
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,1280,320,20,2,0.646875,0.6443430280020852,0.6336968368747645,0.2317349910736084,0.4426827430725097,ok,
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,1280,320,20,2,0.69375,0.6937380366420562,0.5837363292901626,0.2317030429840088,0.4429128170013428,ok,
Gender_Gap_in_Spanish_WP,3796,950,13,3,0.6063157894736843,0.5388987176401876,0.7967541637973266,0.2347328662872314,1.1228241920471191,ok,
HR_Analytics_Job_Change_of_Data_Scientists,15326,3832,13,2,0.7998434237995825,0.8010318442206796,0.4317927658124328,0.3398394584655761,6.027856349945068,ok,
