ckpt,ckpt_path,started_at,finished_at,total_wall_seconds,talent_avg_acc,talent_wall_seconds,talent_discovered_pairs,talent_processed_pairs,talent_failed_count,talent_missing_test_count
step-1550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1550.ckpt,2026-02-05 17:13:10,2026-02-05 17:19:10,358.376000,0.646295,358.376,175,175,0,0
step-1600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1600.ckpt,2026-02-05 17:19:10,2026-02-05 17:24:40,328.901000,0.646298,328.901,175,175,0,0
step-1650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1650.ckpt,2026-02-05 17:24:40,2026-02-05 17:28:48,246.785000,0.646035,246.785,175,175,0,0
step-1700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1700.ckpt,2026-02-05 17:28:48,2026-02-05 17:34:38,348.849000,0.649087,348.849,175,175,0,0
step-1750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1750.ckpt,2026-02-05 17:34:38,2026-02-05 17:40:15,335.942000,0.646874,335.942,175,175,0,0
step-1800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1800.ckpt,2026-02-05 17:40:15,2026-02-05 17:44:57,280.223000,0.648734,280.223,175,175,0,0
step-1850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1850.ckpt,2026-02-05 17:44:57,2026-02-05 17:49:19,261.101000,0.650275,261.101,175,175,0,0
step-1900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1900.ckpt,2026-02-05 17:49:19,2026-02-05 17:55:15,354.186000,0.635787,354.186,175,175,0,0
step-1950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-1950.ckpt,2026-02-05 17:55:15,2026-02-05 18:00:17,301.211000,0.642573,301.211,175,175,0,0
step-2000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2000.ckpt,2026-02-05 18:00:17,2026-02-05 18:05:15,296.934000,0.637440,296.934,175,175,0,0
step-2050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2050.ckpt,2026-02-05 18:05:15,2026-02-05 18:09:49,271.974000,0.644827,271.974,175,175,0,0
step-2100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2100.ckpt,2026-02-05 18:09:49,2026-02-05 18:15:37,346.694000,0.646589,346.694,175,175,0,0
step-2150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2150.ckpt,2026-02-05 18:15:37,2026-02-05 18:19:40,242.617000,0.661064,242.617,175,175,0,0
step-2200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2200.ckpt,2026-02-05 18:19:40,2026-02-05 18:25:59,377.691000,0.682572,377.691,175,175,0,0
step-2250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2250.ckpt,2026-02-05 18:25:59,2026-02-05 18:31:45,344.377000,0.690737,344.377,175,175,0,0
step-2300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2300.ckpt,2026-02-05 18:31:45,2026-02-05 18:36:58,311.410000,0.692671,311.410,175,175,0,0
step-2350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2350.ckpt,2026-02-05 18:36:58,2026-02-05 18:41:28,269.091000,0.692386,269.091,175,175,0,0
step-2400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2400.ckpt,2026-02-05 18:41:28,2026-02-05 18:46:28,299.320000,0.690454,299.320,175,175,0,0
step-2450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2450.ckpt,2026-02-05 18:46:28,2026-02-05 18:52:06,336.483000,0.691746,336.483,175,175,0,0
step-2500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2500.ckpt,2026-02-05 18:52:06,2026-02-05 18:58:09,361.799000,0.692208,361.799,175,175,0,0
step-2550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2550.ckpt,2026-02-05 18:58:09,2026-02-05 19:03:27,316.825000,0.692753,316.825,175,175,0,0
step-2600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2600.ckpt,2026-02-05 19:03:27,2026-02-05 19:07:36,247.626000,0.688467,247.626,175,175,0,0
step-2650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2650.ckpt,2026-02-05 19:07:36,2026-02-05 19:13:02,324.871000,0.682106,324.871,175,175,0,0
step-2700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2700.ckpt,2026-02-05 19:13:02,2026-02-05 19:19:32,388.439000,0.684881,388.439,175,175,0,0
step-2750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2750.ckpt,2026-02-05 19:19:32,2026-02-05 19:25:21,348.370000,0.677171,348.370,175,175,0,0
step-2800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2800.ckpt,2026-02-05 19:25:21,2026-02-05 19:31:16,353.189000,0.677680,353.189,175,175,0,0
step-2850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2850.ckpt,2026-02-05 19:31:16,2026-02-05 19:36:24,307.392000,0.669620,307.392,175,175,0,0
step-2900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2900.ckpt,2026-02-05 19:36:24,2026-02-05 19:40:42,256.251000,0.668686,256.251,175,175,0,0
step-2950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-2950.ckpt,2026-02-05 19:40:42,2026-02-05 19:46:16,333.256000,0.666216,333.256,175,175,0,0
step-3000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3000.ckpt,2026-02-05 19:46:16,2026-02-05 19:51:43,325.726000,0.672428,325.726,175,175,0,0
step-3050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3050.ckpt,2026-02-05 19:51:43,2026-02-05 19:56:28,284.028000,0.661340,284.028,175,175,0,0
step-3100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3100.ckpt,2026-02-05 19:56:28,2026-02-05 20:00:51,261.156000,0.659007,261.156,175,175,0,0
step-3150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3150.ckpt,2026-02-05 20:00:51,2026-02-05 20:06:24,332.270000,0.667163,332.270,175,175,0,0
step-3200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3200.ckpt,2026-02-05 20:06:24,2026-02-05 20:11:32,306.555000,0.657760,306.555,175,175,0,0
step-3250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3250.ckpt,2026-02-05 20:11:32,2026-02-05 20:15:59,266.087000,0.666268,266.087,175,175,0,0
step-3300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3300.ckpt,2026-02-05 20:15:59,2026-02-05 20:21:28,327.877000,0.664963,327.877,175,175,0,0
step-3350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3350.ckpt,2026-02-05 20:21:28,2026-02-05 20:25:32,242.789000,0.671292,242.789,175,175,0,0
step-3400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3400.ckpt,2026-02-05 20:25:32,2026-02-05 20:30:42,308.862000,0.673202,308.862,175,175,0,0
step-3450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3450.ckpt,2026-02-05 20:30:42,2026-02-05 20:36:11,328.169000,0.667195,328.169,175,175,0,0
step-3500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3500.ckpt,2026-02-05 20:36:11,2026-02-05 20:41:41,327.843000,0.679303,327.843,175,175,0,0
step-3550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3550.ckpt,2026-02-05 20:41:41,2026-02-05 20:47:11,329.097000,0.679663,329.097,175,175,0,0
step-3600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3600.ckpt,2026-02-05 20:47:11,2026-02-05 20:51:19,246.743000,0.686801,246.743,175,175,0,0
step-3650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3650.ckpt,2026-02-05 20:51:19,2026-02-05 20:56:51,330.593000,0.691405,330.593,175,175,0,0
step-3700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3700.ckpt,2026-02-05 20:56:51,2026-02-05 21:02:25,332.798000,0.685997,332.798,175,175,0,0
step-3750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3750.ckpt,2026-02-05 21:02:25,2026-02-05 21:07:48,321.865000,0.686760,321.865,175,175,0,0
step-3800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3800.ckpt,2026-02-05 21:07:48,2026-02-05 21:12:14,265.419000,0.693434,265.419,175,175,0,0
step-3850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3850.ckpt,2026-02-05 21:12:14,2026-02-05 21:16:54,278.357000,0.695563,278.357,175,175,0,0
step-3900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3900.ckpt,2026-02-05 21:16:54,2026-02-05 21:22:48,353.148000,0.657637,353.148,175,175,0,0
step-3950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-3950.ckpt,2026-02-05 21:22:48,2026-02-05 21:28:05,315.390000,0.662643,315.390,175,175,0,0
step-4000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4000.ckpt,2026-02-05 21:28:05,2026-02-05 21:32:58,291.446000,0.656055,291.446,175,175,0,0
step-4050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4050.ckpt,2026-02-05 21:32:58,2026-02-05 21:37:21,261.927000,0.632642,261.927,175,175,0,0
step-4100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4100.ckpt,2026-02-05 21:37:21,2026-02-05 21:42:49,326.752000,0.659853,326.752,175,175,0,0
step-4150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4150.ckpt,2026-02-05 21:42:49,2026-02-05 21:48:49,359.402000,0.677196,359.402,175,175,0,0
step-4200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4200.ckpt,2026-02-05 21:48:49,2026-02-05 21:53:37,286.268000,0.685911,286.268,175,175,0,0
step-4250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4250.ckpt,2026-02-05 21:53:37,2026-02-05 21:58:20,281.610000,0.684420,281.610,175,175,0,0
step-4300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4300.ckpt,2026-02-05 21:58:20,2026-02-05 22:04:05,344.233000,0.691977,344.233,175,175,0,0
step-4350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4350.ckpt,2026-02-05 22:04:05,2026-02-05 22:10:19,372.594000,0.698798,372.594,175,175,0,0
step-4400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4400.ckpt,2026-02-05 22:10:19,2026-02-05 22:14:23,242.585000,0.700621,242.585,175,175,0,0
step-4450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4450.ckpt,2026-02-05 22:14:23,2026-02-05 22:20:31,366.874000,0.697170,366.874,175,175,0,0
step-4500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4500.ckpt,2026-02-05 22:20:31,2026-02-05 22:25:54,321.923000,0.700463,321.923,175,175,0,0
step-4550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4550.ckpt,2026-02-05 22:25:54,2026-02-05 22:30:22,266.863000,0.703761,266.863,175,175,0,0
step-4600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4600.ckpt,2026-02-05 22:30:22,2026-02-05 22:35:13,289.946000,0.706211,289.946,175,175,0,0
step-4650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4650.ckpt,2026-02-05 22:35:13,2026-02-05 22:40:36,322.141000,0.702716,322.141,175,175,0,0
step-4700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4700.ckpt,2026-02-05 22:40:37,2026-02-05 22:45:19,280.910000,0.697484,280.910,175,175,0,0
step-4750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4750.ckpt,2026-02-05 22:45:19,2026-02-05 22:49:47,267.278000,0.697491,267.278,175,175,0,0
step-4800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4800.ckpt,2026-02-05 22:49:47,2026-02-05 22:54:44,296.103000,0.690856,296.103,175,175,0,0
step-4850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4850.ckpt,2026-02-05 22:54:44,2026-02-05 22:59:15,269.612000,0.703092,269.612,175,175,0,0
step-4900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4900.ckpt,2026-02-05 22:59:15,2026-02-05 23:04:25,308.468000,0.704123,308.468,175,175,0,0
step-4950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-4950.ckpt,2026-02-05 23:04:25,2026-02-05 23:10:09,342.710000,0.706146,342.710,175,175,0,0
step-5000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5000.ckpt,2026-02-05 23:10:09,2026-02-05 23:14:37,267.416000,0.709372,267.416,175,175,0,0
step-5050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5050.ckpt,2026-02-05 23:14:37,2026-02-05 23:19:31,292.730000,0.717074,292.730,175,175,0,0
step-5100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5100.ckpt,2026-02-05 23:19:31,2026-02-05 23:25:19,346.340000,0.728122,346.340,175,175,0,0
step-5150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5150.ckpt,2026-02-05 23:25:19,2026-02-05 23:31:04,343.773000,0.729891,343.773,175,175,0,0
step-5200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5200.ckpt,2026-02-05 23:31:04,2026-02-05 23:36:21,315.937000,0.742792,315.937,175,175,0,0
step-5250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5250.ckpt,2026-02-05 23:36:21,2026-02-05 23:41:28,305.775000,0.739603,305.775,175,175,0,0
step-5300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5300.ckpt,2026-02-05 23:41:28,2026-02-05 23:46:18,288.838000,0.716465,288.838,175,175,0,0
step-5350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5350.ckpt,2026-02-05 23:46:18,2026-02-05 23:51:16,297.140000,0.717612,297.140,175,175,0,0
step-5400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5400.ckpt,2026-02-05 23:51:17,2026-02-05 23:56:38,320.068000,0.718787,320.068,175,175,0,0
step-5450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5450.ckpt,2026-02-05 23:56:38,2026-02-06 00:00:49,250.283000,0.717488,250.283,175,175,0,0
step-5500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5500.ckpt,2026-02-06 00:00:49,2026-02-06 00:06:19,328.770000,0.733058,328.770,175,175,0,0
step-5550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5550.ckpt,2026-02-06 00:06:19,2026-02-06 00:11:58,337.373000,0.723374,337.373,175,175,0,0
step-5600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5600.ckpt,2026-02-06 00:11:58,2026-02-06 00:17:39,339.844000,0.725410,339.844,175,175,0,0
step-5650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5650.ckpt,2026-02-06 00:17:39,2026-02-06 00:23:08,328.272000,0.724855,328.272,175,175,0,0
step-5700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5700.ckpt,2026-02-06 00:23:08,2026-02-06 00:28:04,294.844000,0.732622,294.844,175,175,0,0
step-5750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5750.ckpt,2026-02-06 00:28:04,2026-02-06 00:32:50,283.975000,0.728932,283.975,175,175,0,0
step-5800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5800.ckpt,2026-02-06 00:32:50,2026-02-06 00:38:29,338.391000,0.740668,338.391,175,175,0,0
step-5850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5850.ckpt,2026-02-06 00:38:29,2026-02-06 00:42:42,251.127000,0.739806,251.127,175,175,0,0
step-5900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5900.ckpt,2026-02-06 00:42:42,2026-02-06 00:47:51,308.731000,0.725237,308.731,175,175,0,0
step-5950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-5950.ckpt,2026-02-06 00:47:51,2026-02-06 00:51:53,240.079000,0.716799,240.079,175,175,0,0
step-6000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6000.ckpt,2026-02-06 00:51:53,2026-02-06 00:57:49,355.218000,0.742098,355.218,175,175,0,0
step-6050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6050.ckpt,2026-02-06 00:57:49,2026-02-06 01:03:05,314.554000,0.739074,314.554,175,175,0,0
step-6100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6100.ckpt,2026-02-06 01:03:05,2026-02-06 01:08:52,346.398000,0.734203,346.398,175,175,0,0
step-6150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6150.ckpt,2026-02-06 01:08:52,2026-02-06 01:13:32,278.345000,0.737242,278.345,175,175,0,0
step-6200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6200.ckpt,2026-02-06 01:13:32,2026-02-06 01:18:27,293.827000,0.730190,293.827,175,175,0,0
step-6250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6250.ckpt,2026-02-06 01:18:27,2026-02-06 01:22:30,241.730000,0.734113,241.730,175,175,0,0
step-6300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6300.ckpt,2026-02-06 01:22:30,2026-02-06 01:26:29,238.144000,0.738533,238.144,175,175,0,0
step-6350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6350.ckpt,2026-02-06 01:26:29,2026-02-06 01:30:29,238.699000,0.733154,238.699,175,175,0,0
step-6400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6400.ckpt,2026-02-06 01:30:29,2026-02-06 01:34:28,238.260000,0.717505,238.260,175,175,0,0
step-6450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6450.ckpt,2026-02-06 01:34:29,2026-02-06 01:38:29,239.306000,0.739919,239.306,175,175,0,0
step-6500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6500.ckpt,2026-02-06 01:38:29,2026-02-06 01:42:29,238.667000,0.739672,238.667,175,175,0,0
step-6550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6550.ckpt,2026-02-06 01:42:29,2026-02-06 01:46:29,238.706000,0.733233,238.706,175,175,0,0
step-6600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6600.ckpt,2026-02-06 01:46:29,2026-02-06 01:50:27,237.351000,0.642885,237.351,175,175,0,0
step-6650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6650.ckpt,2026-02-06 01:50:27,2026-02-06 01:54:27,238.576000,0.729152,238.576,175,175,0,0
step-6700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6700.ckpt,2026-02-06 01:54:27,2026-02-06 01:58:28,239.082000,0.740961,239.082,175,175,0,0
step-6750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6750.ckpt,2026-02-06 01:58:28,2026-02-06 02:02:27,238.382000,0.731886,238.382,175,175,0,0
step-6800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6800.ckpt,2026-02-06 02:02:27,2026-02-06 02:06:27,238.698000,0.732756,238.698,175,175,0,0
step-6850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6850.ckpt,2026-02-06 02:06:27,2026-02-06 02:10:28,239.370000,0.740342,239.370,175,175,0,0
step-6900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6900.ckpt,2026-02-06 02:10:28,2026-02-06 02:14:27,238.606000,0.741725,238.606,175,175,0,0
step-6950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-6950.ckpt,2026-02-06 02:14:28,2026-02-06 02:18:28,238.801000,0.739508,238.801,175,175,0,0
step-7000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7000.ckpt,2026-02-06 02:18:28,2026-02-06 02:22:26,237.216000,0.738677,237.216,175,175,0,0
step-7050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7050.ckpt,2026-02-06 02:22:26,2026-02-06 02:26:26,239.101000,0.741988,239.101,175,175,0,0
step-7100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7100.ckpt,2026-02-06 02:26:26,2026-02-06 02:30:25,237.615000,0.732817,237.615,175,175,0,0
