ckpt,ckpt_path,started_at,finished_at,total_wall_seconds,talent_avg_acc,talent_wall_seconds,talent_discovered_pairs,talent_processed_pairs,talent_failed_count,talent_missing_test_count
step-7150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7150.ckpt,2026-02-06 02:30:25,2026-02-06 02:34:26,239.379000,0.738147,239.379,175,175,0,0
step-7200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7200.ckpt,2026-02-06 02:34:26,2026-02-06 02:38:25,238.436000,0.749109,238.436,175,175,0,0
step-7250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7250.ckpt,2026-02-06 02:38:25,2026-02-06 02:42:25,238.335000,0.741357,238.335,175,175,0,0
step-7300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7300.ckpt,2026-02-06 02:42:25,2026-02-06 02:46:25,238.348000,0.754088,238.348,175,175,0,0
step-7350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7350.ckpt,2026-02-06 02:46:25,2026-02-06 02:50:24,237.809000,0.752258,237.809,175,175,0,0
step-7400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7400.ckpt,2026-02-06 02:50:24,2026-02-06 02:54:23,238.363000,0.749690,238.363,175,175,0,0
step-7450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7450.ckpt,2026-02-06 02:54:23,2026-02-06 02:58:22,237.922000,0.748358,237.922,175,175,0,0
step-7500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7500.ckpt,2026-02-06 02:58:22,2026-02-06 03:02:22,238.105000,0.749377,238.105,175,175,0,0
step-7550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7550.ckpt,2026-02-06 03:02:22,2026-02-06 03:06:23,240.054000,0.728750,240.054,175,175,0,0
step-7600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7600.ckpt,2026-02-06 03:06:23,2026-02-06 03:10:23,238.817000,0.737869,238.817,175,175,0,0
step-7650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7650.ckpt,2026-02-06 03:10:23,2026-02-06 03:14:23,238.571000,0.744465,238.571,175,175,0,0
step-7700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7700.ckpt,2026-02-06 03:14:23,2026-02-06 03:18:22,237.696000,0.747996,237.696,175,175,0,0
step-7750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7750.ckpt,2026-02-06 03:18:22,2026-02-06 03:22:22,238.960000,0.755482,238.960,175,175,0,0
step-7800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7800.ckpt,2026-02-06 03:22:22,2026-02-06 03:26:21,238.209000,0.755190,238.209,175,175,0,0
step-7850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7850.ckpt,2026-02-06 03:26:21,2026-02-06 03:30:21,238.828000,0.746022,238.828,175,175,0,0
step-7900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7900.ckpt,2026-02-06 03:30:21,2026-02-06 03:34:21,237.981000,0.738593,237.981,175,175,0,0
step-7950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-7950.ckpt,2026-02-06 03:34:21,2026-02-06 03:38:20,238.269000,0.748215,238.269,175,175,0,0
step-8000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8000.ckpt,2026-02-06 03:38:20,2026-02-06 03:42:20,239.065000,0.763695,239.065,175,175,0,0
step-8050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8050.ckpt,2026-02-06 03:42:21,2026-02-06 03:46:20,237.866000,0.745241,237.866,175,175,0,0
step-8100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8100.ckpt,2026-02-06 03:46:20,2026-02-06 03:50:19,238.448000,0.747878,238.448,175,175,0,0
step-8150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8150.ckpt,2026-02-06 03:50:19,2026-02-06 03:54:19,238.687000,0.751138,238.687,175,175,0,0
step-8200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8200.ckpt,2026-02-06 03:54:19,2026-02-06 03:58:19,238.403000,0.756288,238.403,175,175,0,0
step-8250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8250.ckpt,2026-02-06 03:58:19,2026-02-06 04:02:18,237.847000,0.757691,237.847,175,175,0,0
step-8300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8300.ckpt,2026-02-06 04:02:18,2026-02-06 04:06:18,238.619000,0.752466,238.619,175,175,0,0
step-8350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8350.ckpt,2026-02-06 04:06:18,2026-02-06 04:10:18,239.325000,0.741665,239.325,175,175,0,0
step-8400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8400.ckpt,2026-02-06 04:10:18,2026-02-06 04:14:19,239.059000,0.750086,239.059,175,175,0,0
step-8450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8450.ckpt,2026-02-06 04:14:19,2026-02-06 04:18:18,238.186000,0.757515,238.186,175,175,0,0
step-8500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8500.ckpt,2026-02-06 04:18:18,2026-02-06 04:22:17,237.717000,0.764488,237.717,175,175,0,0
step-8550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8550.ckpt,2026-02-06 04:22:17,2026-02-06 04:26:16,238.099000,0.767852,238.099,175,175,0,0
step-8600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8600.ckpt,2026-02-06 04:26:16,2026-02-06 04:30:15,237.766000,0.753005,237.766,175,175,0,0
step-8650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8650.ckpt,2026-02-06 04:30:15,2026-02-06 04:34:15,237.976000,0.760746,237.976,175,175,0,0
step-8700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8700.ckpt,2026-02-06 04:34:15,2026-02-06 04:38:15,238.883000,0.763534,238.883,175,175,0,0
step-8750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8750.ckpt,2026-02-06 04:38:15,2026-02-06 04:42:15,238.632000,0.747616,238.632,175,175,0,0
step-8800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8800.ckpt,2026-02-06 04:42:15,2026-02-06 04:46:13,237.410000,0.744083,237.410,175,175,0,0
step-8850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8850.ckpt,2026-02-06 04:46:13,2026-02-06 04:50:12,237.271000,0.743458,237.271,175,175,0,0
step-8900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8900.ckpt,2026-02-06 04:50:12,2026-02-06 04:54:10,236.974000,0.761717,236.974,175,175,0,0
step-8950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-8950.ckpt,2026-02-06 04:54:10,2026-02-06 04:58:08,236.667000,0.747450,236.667,175,175,0,0
step-9000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9000.ckpt,2026-02-06 04:58:08,2026-02-06 05:02:06,237.153000,0.751195,237.153,175,175,0,0
step-9050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9050.ckpt,2026-02-06 05:02:06,2026-02-06 05:06:05,237.257000,0.776138,237.257,175,175,0,0
step-9100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9100.ckpt,2026-02-06 05:06:05,2026-02-06 05:10:05,238.585000,0.763055,238.585,175,175,0,0
step-9150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9150.ckpt,2026-02-06 05:10:05,2026-02-06 05:14:04,238.581000,0.753836,238.581,175,175,0,0
step-9200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9200.ckpt,2026-02-06 05:14:05,2026-02-06 05:18:04,238.097000,0.757682,238.097,175,175,0,0
step-9250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9250.ckpt,2026-02-06 05:18:04,2026-02-06 05:22:02,237.323000,0.761471,237.323,175,175,0,0
step-9300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9300.ckpt,2026-02-06 05:22:02,2026-02-06 05:26:02,238.075000,0.764374,238.075,175,175,0,0
step-9350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9350.ckpt,2026-02-06 05:26:02,2026-02-06 05:30:00,237.055000,0.764349,237.055,175,175,0,0
step-9400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9400.ckpt,2026-02-06 05:30:00,2026-02-06 05:33:59,237.917000,0.763463,237.917,175,175,0,0
step-9450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9450.ckpt,2026-02-06 05:33:59,2026-02-06 05:37:58,237.789000,0.757555,237.789,175,175,0,0
step-9500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9500.ckpt,2026-02-06 05:37:58,2026-02-06 05:41:58,238.384000,0.761063,238.384,175,175,0,0
step-9550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9550.ckpt,2026-02-06 05:41:58,2026-02-06 05:45:57,237.981000,0.758620,237.981,175,175,0,0
step-9600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9600.ckpt,2026-02-06 05:45:57,2026-02-06 05:49:56,237.593000,0.732368,237.593,175,175,0,0
step-9650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9650.ckpt,2026-02-06 05:49:56,2026-02-06 05:53:56,239.077000,0.734901,239.077,175,175,0,0
step-9700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9700.ckpt,2026-02-06 05:53:56,2026-02-06 05:57:55,237.899000,0.729835,237.899,175,175,0,0
step-9750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9750.ckpt,2026-02-06 05:57:55,2026-02-06 06:01:54,237.625000,0.749021,237.625,175,175,0,0
step-9800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9800.ckpt,2026-02-06 06:01:54,2026-02-06 06:05:53,237.365000,0.746468,237.365,175,175,0,0
step-9850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9850.ckpt,2026-02-06 06:05:53,2026-02-06 06:09:52,237.826000,0.758405,237.826,175,175,0,0
step-9900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9900.ckpt,2026-02-06 06:09:52,2026-02-06 06:13:51,237.977000,0.759291,237.977,175,175,0,0
step-9950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-9950.ckpt,2026-02-06 06:13:51,2026-02-06 06:17:50,237.795000,0.757327,237.795,175,175,0,0
step-10050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10050.ckpt,2026-02-06 06:17:50,2026-02-06 06:21:49,237.643000,0.755183,237.643,175,175,0,0
step-10100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10100.ckpt,2026-02-06 06:21:49,2026-02-06 06:25:48,237.470000,0.755924,237.470,175,175,0,0
step-10150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10150.ckpt,2026-02-06 06:25:48,2026-02-06 06:29:47,237.865000,0.760306,237.865,175,175,0,0
step-10200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10200.ckpt,2026-02-06 06:29:47,2026-02-06 06:33:46,238.274000,0.759603,238.274,175,175,0,0
step-10250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10250.ckpt,2026-02-06 06:33:46,2026-02-06 06:37:45,237.799000,0.768806,237.799,175,175,0,0
step-10300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10300.ckpt,2026-02-06 06:37:45,2026-02-06 06:41:44,237.324000,0.759915,237.324,175,175,0,0
step-10350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10350.ckpt,2026-02-06 06:41:44,2026-02-06 06:45:43,237.611000,0.757075,237.611,175,175,0,0
step-10400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10400.ckpt,2026-02-06 06:45:43,2026-02-06 06:49:41,237.646000,0.753593,237.646,175,175,0,0
step-10450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10450.ckpt,2026-02-06 06:49:42,2026-02-06 06:53:40,237.541000,0.758525,237.541,175,175,0,0
step-10500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10500.ckpt,2026-02-06 06:53:40,2026-02-06 06:57:39,237.911000,0.753966,237.911,175,175,0,0
step-10550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10550.ckpt,2026-02-06 06:57:39,2026-02-06 07:01:38,237.552000,0.754315,237.552,175,175,0,0
step-10600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10600.ckpt,2026-02-06 07:01:38,2026-02-06 07:05:36,236.768000,0.755887,236.768,175,175,0,0
step-10650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10650.ckpt,2026-02-06 07:05:36,2026-02-06 07:09:35,237.304000,0.760604,237.304,175,175,0,0
step-10700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10700.ckpt,2026-02-06 07:09:35,2026-02-06 07:13:35,238.656000,0.763539,238.656,175,175,0,0
step-10750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10750.ckpt,2026-02-06 07:13:35,2026-02-06 07:17:34,238.142000,0.757847,238.142,175,175,0,0
step-10800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10800.ckpt,2026-02-06 07:17:34,2026-02-06 07:21:33,238.135000,0.755430,238.135,175,175,0,0
step-10850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10850.ckpt,2026-02-06 07:21:33,2026-02-06 07:25:32,237.899000,0.758426,237.899,175,175,0,0
step-10900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10900.ckpt,2026-02-06 07:25:33,2026-02-06 07:29:32,237.921000,0.753892,237.921,175,175,0,0
step-10950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-10950.ckpt,2026-02-06 07:29:32,2026-02-06 07:33:31,237.710000,0.759447,237.710,175,175,0,0
step-11000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11000.ckpt,2026-02-06 07:33:31,2026-02-06 07:37:29,237.641000,0.760748,237.641,175,175,0,0
step-11050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11050.ckpt,2026-02-06 07:37:29,2026-02-06 07:41:28,237.669000,0.755517,237.669,175,175,0,0
step-11100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11100.ckpt,2026-02-06 07:41:28,2026-02-06 07:45:27,237.728000,0.753929,237.728,175,175,0,0
step-11150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11150.ckpt,2026-02-06 07:45:27,2026-02-06 07:49:28,239.889000,0.757698,239.889,175,175,0,0
step-11200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11200.ckpt,2026-02-06 07:49:28,2026-02-06 07:53:27,237.178000,0.755552,237.178,175,175,0,0
step-11250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11250.ckpt,2026-02-06 07:53:27,2026-02-06 07:57:25,236.876000,0.745532,236.876,175,175,0,0
step-11300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11300.ckpt,2026-02-06 07:57:25,2026-02-06 08:01:24,237.870000,0.754139,237.870,175,175,0,0
step-11350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11350.ckpt,2026-02-06 08:01:24,2026-02-06 08:05:23,238.078000,0.759396,238.078,175,175,0,0
step-11400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11400.ckpt,2026-02-06 08:05:23,2026-02-06 08:09:22,237.724000,0.752845,237.724,175,175,0,0
step-11450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11450.ckpt,2026-02-06 08:09:22,2026-02-06 08:13:21,237.666000,0.746544,237.666,175,175,0,0
step-11500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11500.ckpt,2026-02-06 08:13:21,2026-02-06 08:17:22,239.355000,0.752082,239.355,175,175,0,0
step-11550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11550.ckpt,2026-02-06 08:17:22,2026-02-06 08:21:21,238.136000,0.750933,238.136,175,175,0,0
step-11600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11600.ckpt,2026-02-06 08:21:21,2026-02-06 08:25:21,239.044000,0.750438,239.044,175,175,0,0
step-11650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11650.ckpt,2026-02-06 08:25:21,2026-02-06 08:29:21,238.929000,0.747693,238.929,175,175,0,0
step-11700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11700.ckpt,2026-02-06 08:29:22,2026-02-06 08:33:20,237.694000,0.749550,237.694,175,175,0,0
step-11750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11750.ckpt,2026-02-06 08:33:20,2026-02-06 08:37:19,237.308000,0.752848,237.308,175,175,0,0
step-11800.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11800.ckpt,2026-02-06 08:37:19,2026-02-06 08:41:19,238.530000,0.757537,238.530,175,175,0,0
step-11850.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11850.ckpt,2026-02-06 08:41:19,2026-02-06 08:45:20,240.467000,0.750214,240.467,175,175,0,0
step-11900.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11900.ckpt,2026-02-06 08:45:20,2026-02-06 08:49:20,237.915000,0.751646,237.915,175,175,0,0
step-11950.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-11950.ckpt,2026-02-06 08:49:20,2026-02-06 08:53:19,238.274000,0.751962,238.274,175,175,0,0
step-12000.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12000.ckpt,2026-02-06 08:53:19,2026-02-06 08:57:19,238.499000,0.754150,238.499,175,175,0,0
step-12050.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12050.ckpt,2026-02-06 08:57:19,2026-02-06 09:01:18,237.957000,0.753780,237.957,175,175,0,0
step-12100.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12100.ckpt,2026-02-06 09:01:18,2026-02-06 09:05:18,239.052000,0.755521,239.052,175,175,0,0
step-12150.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12150.ckpt,2026-02-06 09:05:18,2026-02-06 09:09:17,237.164000,0.752961,237.164,175,175,0,0
step-12200.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12200.ckpt,2026-02-06 09:09:17,2026-02-06 09:13:16,238.615000,0.752482,238.615,175,175,0,0
step-12250.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12250.ckpt,2026-02-06 09:13:16,2026-02-06 09:17:17,239.199000,0.757256,239.199,175,175,0,0
step-12300.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12300.ckpt,2026-02-06 09:17:17,2026-02-06 09:21:17,239.362000,0.753083,239.362,175,175,0,0
step-12350.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12350.ckpt,2026-02-06 09:21:17,2026-02-06 09:25:18,239.084000,0.756432,239.084,175,175,0,0
step-12400.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12400.ckpt,2026-02-06 09:25:18,2026-02-06 09:29:18,239.418000,0.757856,239.418,175,175,0,0
step-12450.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12450.ckpt,2026-02-06 09:29:18,2026-02-06 09:33:18,238.420000,0.755693,238.420,175,175,0,0
step-12500.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12500.ckpt,2026-02-06 09:33:18,2026-02-06 09:37:18,238.969000,0.754421,238.969,175,175,0,0
step-12550.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12550.ckpt,2026-02-06 09:37:18,2026-02-06 09:41:18,238.557000,0.755397,238.557,175,175,0,0
step-12600.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12600.ckpt,2026-02-06 09:41:18,2026-02-06 09:45:18,238.832000,0.757431,238.832,175,175,0,0
step-12650.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12650.ckpt,2026-02-06 09:45:18,2026-02-06 09:49:19,239.409000,0.759196,239.409,175,175,0,0
step-12700.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12700.ckpt,2026-02-06 09:49:19,2026-02-06 09:53:18,237.996000,0.753128,237.996,175,175,0,0
step-12750.ckpt,/vast/users/guangyi.chen/causal_group/zijian.li/LDM/tabicl_new/tabicl/stabe1/checkpoint/dir1/step-12750.ckpt,2026-02-06 09:53:18,2026-02-06 09:57:17,237.933000,0.756684,237.933,175,175,0,0
